As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score,tconst,imdb_title,genres,averageRating,numVotes
2021-06-28,8,9,8,The Worldâs Most Amazing Va…,TV Show,Yes,"Jun 18, 2021",8,20,,,,,
2021-06-28,9,8,3,Wish Dragon,Movie,Yes,"Jun 11, 2021",17,118,tt5562070,Wish Dragon,"Adventure,Animation,Comedy",7.2,37886
2021-06-28,10,10,4,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",24,175,tt12809988,Sweet Tooth,"Action,Adventure,Drama",7.7,77603
2021-06-29,1,2,2,Manifest,TV Show,,"Jun 10, 2021",19,179,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-06-29,2,1,-,The Ice Road,Movie,Yes,"Jun 25, 2021",4,39,tt3758814,The Ice Road,"Action,Adventure,Thriller",5.7,55568
2021-06-29,3,4,-,Sex/Life,TV Show,Yes,"Jun 25, 2021",4,27,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-06-29,4,-,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",13,73,tt3909224,The Seven Deadly Sins,"Action,Adventure,Animation",7.7,44269
2021-06-29,5,3,1,Fatherhood,Movie,Yes,"Jun 18, 2021",11,98,tt4733624,Fatherhood,"Comedy,Drama",6.6,45852
2021-06-29,6,7,6,Cocomelon,TV Show,,"Jun 1, 2020",249,881,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-06-29,7,6,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",21,125,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2021-06-29,8,5,-,Good on Paper,Movie,Yes,"Jun 23, 2021",6,33,tt8231668,Good on Paper,"Comedy,Romance",5.6,14959
2021-06-29,9,9,3,Wish Dragon,Movie,Yes,"Jun 11, 2021",18,120,tt5562070,Wish Dragon,"Adventure,Animation,Comedy",7.2,37886
2021-06-29,10,10,4,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",25,176,tt12809988,Sweet Tooth,"Action,Adventure,Drama",7.7,77603
2021-06-30,1,1,2,Manifest,TV Show,,"Jun 10, 2021",20,189,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-06-30,2,2,-,The Ice Road,Movie,Yes,"Jun 25, 2021",5,48,tt3758814,The Ice Road,"Action,Adventure,Thriller",5.7,55568
2021-06-30,3,3,-,Sex/Life,TV Show,Yes,"Jun 25, 2021",5,35,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-06-30,4,4,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",14,80,tt3909224,The Seven Deadly Sins,"Action,Adventure,Animation",7.7,44269
2021-06-30,5,5,1,Fatherhood,Movie,Yes,"Jun 18, 2021",12,104,tt4733624,Fatherhood,"Comedy,Drama",6.6,45852
2021-06-30,6,6,4,Cocomelon,TV Show,,"Jun 1, 2020",250,886,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-06-30,7,7,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",22,129,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2021-06-30,8,8,-,Good on Paper,Movie,Yes,"Jun 23, 2021",7,36,tt8231668,Good on Paper,"Comedy,Romance",5.6,14959
2021-06-30,9,9,3,Wish Dragon,Movie,Yes,"Jun 11, 2021",19,122,tt5562070,Wish Dragon,"Adventure,Animation,Comedy",7.2,37886
2021-06-30,10,10,5,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",26,177,tt12809988,Sweet Tooth,"Action,Adventure,Drama",7.7,77603
2021-07-01,1,1,1,Manifest,TV Show,,"Jun 10, 2021",21,199,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-01,2,7,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",23,138,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2021-07-01,3,3,-,Sex/Life,TV Show,Yes,"Jun 25, 2021",6,43,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-01,4,2,-,The Ice Road,Movie,Yes,"Jun 25, 2021",6,55,tt3758814,The Ice Road,"Action,Adventure,Thriller",5.7,55568
2021-07-01,5,5,2,Fatherhood,Movie,Yes,"Jun 18, 2021",13,110,tt4733624,Fatherhood,"Comedy,Drama",6.6,45852
2021-07-01,6,4,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",15,85,tt3909224,The Seven Deadly Sins,"Action,Adventure,Animation",7.7,44269
2021-07-01,7,6,4,Cocomelon,TV Show,,"Jun 1, 2020",251,890,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-01,8,-,-,Sophie: A Murder in West Cork,TV Show,Yes,"Jun 30, 2021",1,3,tt14681732,Sophie: A Murder in West Cork,"Crime,Documentary,History",6.8,6555
2021-07-01,9,9,5,Wish Dragon,Movie,Yes,"Jun 11, 2021",20,124,tt5562070,Wish Dragon,"Adventure,Animation,Comedy",7.2,37886
2021-07-01,10,8,6,Good on Paper,Movie,Yes,"Jun 23, 2021",8,37,tt8231668,Good on Paper,"Comedy,Romance",5.6,14959
2021-07-02,1,1,1,Manifest,TV Show,,"Jun 10, 2021",22,209,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-02,2,2,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",24,147,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2021-07-02,3,3,-,Sex/Life,TV Show,Yes,"Jun 25, 2021",7,51,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-02,4,4,-,The Ice Road,Movie,Yes,"Jun 25, 2021",7,62,tt3758814,The Ice Road,"Action,Adventure,Thriller",5.7,55568
2021-07-02,5,8,-,Sophie: A Murder in West Cork,TV Show,Yes,"Jun 30, 2021",2,9,tt14681732,Sophie: A Murder in West Cork,"Crime,Documentary,History",6.8,6555
2021-07-02,6,5,2,Fatherhood,Movie,Yes,"Jun 18, 2021",14,115,tt4733624,Fatherhood,"Comedy,Drama",6.6,45852
2021-07-02,7,7,5,Cocomelon,TV Show,,"Jun 1, 2020",252,894,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-02,8,6,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",16,88,tt3909224,The Seven Deadly Sins,"Action,Adventure,Animation",7.7,44269
2021-07-02,9,-,-,The Bureau of Magical Things,TV Show,,"Jul 1, 2021",1,2,tt7153034,The Bureau of Magical Things,"Drama,Family,Fantasy",6.9,3543
2021-07-02,10,9,6,Wish Dragon,Movie,Yes,"Jun 11, 2021",21,125,tt5562070,Wish Dragon,"Adventure,Animation,Comedy",7.2,37886
2021-07-03,1,1,2,Manifest,TV Show,,"Jun 10, 2021",23,219,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-03,2,3,6,Sex/Life,TV Show,Yes,"Jun 25, 2021",8,60,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-03,3,-,-,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",1,8,,,,,
2021-07-03,4,2,4,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",25,154,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2021-07-03,5,4,1,The Ice Road,Movie,Yes,"Jun 25, 2021",8,68,tt3758814,The Ice Road,"Action,Adventure,Thriller",5.7,55568
2021-07-03,6,6,3,Fatherhood,Movie,Yes,"Jun 18, 2021",15,120,tt4733624,Fatherhood,"Comedy,Drama",6.6,45852
2021-07-03,7,9,-,The Bureau of Magical Things,TV Show,,"Jul 1, 2021",2,6,tt7153034,The Bureau of Magical Things,"Drama,Family,Fantasy",6.9,3543
2021-07-03,8,7,7,Cocomelon,TV Show,,"Jun 1, 2020",253,897,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-03,9,5,-,Sophie: A Murder in West Cork,TV Show,Yes,"Jun 30, 2021",3,11,tt14681732,Sophie: A Murder in West Cork,"Crime,Documentary,History",6.8,6555
2021-07-03,10,8,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",17,89,tt3909224,The Seven Deadly Sins,"Action,Adventure,Animation",7.7,44269
2021-07-04,1,1,2,Manifest,TV Show,,"Jun 10, 2021",24,229,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-04,2,3,-,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",2,17,,,,,
2021-07-04,3,2,4,Sex/Life,TV Show,Yes,"Jun 25, 2021",9,68,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-04,4,4,6,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",26,161,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2021-07-04,5,5,1,The Ice Road,Movie,Yes,"Jun 25, 2021",9,74,tt3758814,The Ice Road,"Action,Adventure,Thriller",5.7,55568
2021-07-04,6,6,3,Fatherhood,Movie,Yes,"Jun 18, 2021",16,125,tt4733624,Fatherhood,"Comedy,Drama",6.6,45852
2021-07-04,7,-,-,Mother's Day,Movie,,"Jul 1, 2021",1,4,tt4824302,Mother's Day,"Comedy,Drama,Romance",5.7,41799
2021-07-04,8,8,7,Cocomelon,TV Show,,"Jun 1, 2020",254,900,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-04,9,7,-,The Bureau of Magical Things,TV Show,,"Jul 1, 2021",3,8,tt7153034,The Bureau of Magical Things,"Drama,Family,Fantasy",6.9,3543
2021-07-04,10,9,-,Sophie: A Murder in West Cork,TV Show,Yes,"Jun 30, 2021",4,12,tt14681732,Sophie: A Murder in West Cork,"Crime,Documentary,History",6.8,6555
2021-07-05,1,1,2,Manifest,TV Show,,"Jun 10, 2021",25,239,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-05,2,3,4,Sex/Life,TV Show,Yes,"Jun 25, 2021",10,77,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-05,3,2,-,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",3,25,,,,,
2021-07-05,4,7,-,Mother's Day,Movie,,"Jul 1, 2021",2,11,tt4824302,Mother's Day,"Comedy,Drama,Romance",5.7,41799
2021-07-05,5,4,6,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",27,167,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2021-07-05,6,5,1,The Ice Road,Movie,Yes,"Jun 25, 2021",10,79,tt3758814,The Ice Road,"Action,Adventure,Thriller",5.7,55568
2021-07-05,7,9,-,The Bureau of Magical Things,TV Show,,"Jul 1, 2021",4,12,tt7153034,The Bureau of Magical Things,"Drama,Family,Fantasy",6.9,3543
2021-07-05,8,6,3,Fatherhood,Movie,Yes,"Jun 18, 2021",17,128,tt4733624,Fatherhood,"Comedy,Drama",6.6,45852
2021-07-05,9,8,7,Cocomelon,TV Show,,"Jun 1, 2020",255,902,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-05,10,-,-,Talladega Nights: The Balla…,Movie,,"Jul 1, 2021",1,1,,,,,
2021-07-06,1,1,1,Manifest,TV Show,,"Jun 10, 2021",26,249,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-06,2,2,3,Sex/Life,TV Show,Yes,"Jun 25, 2021",11,86,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-06,3,3,-,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",4,33,,,,,
2021-07-06,4,4,-,Mother's Day,Movie,,"Jul 1, 2021",3,18,tt4824302,Mother's Day,"Comedy,Drama,Romance",5.7,41799
2021-07-06,5,5,7,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",28,173,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2021-07-06,6,10,-,Talladega Nights: The Balla…,Movie,,"Jul 1, 2021",2,6,,,,,
2021-07-06,7,6,2,The Ice Road,Movie,Yes,"Jun 25, 2021",11,83,tt3758814,The Ice Road,"Action,Adventure,Thriller",5.7,55568
2021-07-06,8,7,-,The Bureau of Magical Things,TV Show,,"Jul 1, 2021",5,15,tt7153034,The Bureau of Magical Things,"Drama,Family,Fantasy",6.9,3543
2021-07-06,9,9,6,Cocomelon,TV Show,,"Jun 1, 2020",256,904,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-06,10,8,5,Fatherhood,Movie,Yes,"Jun 18, 2021",18,129,tt4733624,Fatherhood,"Comedy,Drama",6.6,45852
2021-07-07,1,1,1,Manifest,TV Show,,"Jun 10, 2021",27,259,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-07,2,2,3,Sex/Life,TV Show,Yes,"Jun 25, 2021",12,95,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-07,3,5,7,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",29,181,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2021-07-07,4,4,-,Mother's Day,Movie,,"Jul 1, 2021",4,25,tt4824302,Mother's Day,"Comedy,Drama,Romance",5.7,41799
2021-07-07,5,3,-,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",5,39,,,,,
2021-07-07,6,9,6,Cocomelon,TV Show,,"Jun 1, 2020",257,909,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-07,7,8,-,The Bureau of Magical Things,TV Show,,"Jul 1, 2021",6,19,tt7153034,The Bureau of Magical Things,"Drama,Family,Fantasy",6.9,3543
2021-07-07,8,6,-,Talladega Nights: The Balla…,Movie,,"Jul 1, 2021",3,9,,,,,
2021-07-07,9,-,-,Kung Fu Panda,Movie,,"Jul 1, 2021",1,2,tt0441773,Kung Fu Panda,"Action,Adventure,Animation",7.6,566324
2021-07-07,10,7,2,The Ice Road,Movie,Yes,"Jun 25, 2021",12,84,tt3758814,The Ice Road,"Action,Adventure,Thriller",5.7,55568
2021-07-08,1,1,1,Manifest,TV Show,,"Jun 10, 2021",28,269,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-08,2,2,3,Sex/Life,TV Show,Yes,"Jun 25, 2021",13,104,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-08,3,4,-,Mother's Day,Movie,,"Jul 1, 2021",5,33,tt4824302,Mother's Day,"Comedy,Drama,Romance",5.7,41799
2021-07-08,4,3,2,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",30,188,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2021-07-08,5,6,7,Cocomelon,TV Show,,"Jun 1, 2020",258,915,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-08,6,5,-,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",6,44,,,,,
2021-07-08,7,7,-,The Bureau of Magical Things,TV Show,,"Jul 1, 2021",7,23,tt7153034,The Bureau of Magical Things,"Drama,Family,Fantasy",6.9,3543
2021-07-08,8,8,-,Talladega Nights: The Balla…,Movie,,"Jul 1, 2021",4,12,,,,,
2021-07-08,9,9,-,Kung Fu Panda,Movie,,"Jul 1, 2021",2,4,tt0441773,Kung Fu Panda,"Action,Adventure,Animation",7.6,566324
2021-07-08,10,10,4,The Ice Road,Movie,Yes,"Jun 25, 2021",13,85,tt3758814,The Ice Road,"Action,Adventure,Thriller",5.7,55568
2021-07-09,1,1,1,Manifest,TV Show,,"Jun 10, 2021",29,279,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-09,2,2,3,Sex/Life,TV Show,Yes,"Jun 25, 2021",14,113,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-09,3,-,-,Resident Evil: Infinite Dar…,TV Show,Yes,"Jul 8, 2021",1,8,,,,,
2021-07-09,4,3,-,Mother's Day,Movie,,"Jul 1, 2021",6,40,tt4824302,Mother's Day,"Comedy,Drama,Romance",5.7,41799
2021-07-09,5,4,2,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",31,194,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2021-07-09,6,5,7,Cocomelon,TV Show,,"Jun 1, 2020",259,920,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-09,7,-,-,Major Grom: Plague Doctor,Movie,Yes,"Jul 7, 2021",1,4,tt7601480,Major Grom: Plague Doctor,"Action,Comedy,Crime",6.3,14644
2021-07-09,8,6,-,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",7,47,,,,,
2021-07-09,9,8,-,Talladega Nights: The Balla…,Movie,,"Jul 1, 2021",5,14,,,,,
2021-07-09,10,9,-,Kung Fu Panda,Movie,,"Jul 1, 2021",3,5,tt0441773,Kung Fu Panda,"Action,Adventure,Animation",7.6,566324
2021-07-10,1,-,-,Virgin River,TV Show,Yes,"Dec 6, 2019",28,175,tt9077530,Virgin River,"Drama,Romance",7.4,57755
2021-07-10,2,1,1,Manifest,TV Show,,"Jun 10, 2021",30,288,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-10,3,2,2,Sex/Life,TV Show,Yes,"Jun 25, 2021",15,121,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-10,4,-,-,Fear Street Part 2: 1978,Movie,Yes,"Jul 9, 2021",1,7,,,,,
2021-07-10,5,-,-,Atypical,TV Show,Yes,"Aug 11, 2017",1,6,tt6315640,Atypical,"Comedy,Drama",8.2,112038
2021-07-10,6,3,-,Resident Evil: Infinite Dar…,TV Show,Yes,"Jul 8, 2021",2,13,,,,,
2021-07-10,7,6,8,Cocomelon,TV Show,,"Jun 1, 2020",260,924,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-10,8,8,3,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",8,50,,,,,
2021-07-10,9,5,4,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",32,196,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2021-07-10,10,4,-,Mother's Day,Movie,,"Jul 1, 2021",7,41,tt4824302,Mother's Day,"Comedy,Drama,Romance",5.7,41799
2021-07-11,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",29,185,tt9077530,Virgin River,"Drama,Romance",7.4,57755
2021-07-11,2,2,1,Manifest,TV Show,,"Jun 10, 2021",31,297,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-11,3,3,3,Sex/Life,TV Show,Yes,"Jun 25, 2021",16,129,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-11,4,5,-,Atypical,TV Show,Yes,"Aug 11, 2017",2,13,tt6315640,Atypical,"Comedy,Drama",8.2,112038
2021-07-11,5,4,-,Fear Street Part 2: 1978,Movie,Yes,"Jul 9, 2021",2,13,,,,,
2021-07-11,6,-,-,Major Grom: Plague Doctor,Movie,Yes,"Jul 7, 2021",2,9,tt7601480,Major Grom: Plague Doctor,"Action,Comedy,Crime",6.3,14644
2021-07-11,7,8,2,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",9,54,,,,,
2021-07-11,8,7,8,Cocomelon,TV Show,,"Jun 1, 2020",261,927,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-11,9,6,-,Resident Evil: Infinite Dar…,TV Show,Yes,"Jul 8, 2021",3,15,,,,,
2021-07-11,10,10,7,Mother's Day,Movie,,"Jul 1, 2021",8,42,tt4824302,Mother's Day,"Comedy,Drama,Romance",5.7,41799
2021-07-12,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",30,195,tt9077530,Virgin River,"Drama,Romance",7.4,57755
2021-07-12,2,2,1,Manifest,TV Show,,"Jun 10, 2021",32,306,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-12,3,4,-,Atypical,TV Show,Yes,"Aug 11, 2017",3,21,tt6315640,Atypical,"Comedy,Drama",8.2,112038
2021-07-12,4,3,2,Sex/Life,TV Show,Yes,"Jun 25, 2021",17,136,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-12,5,5,-,Fear Street Part 2: 1978,Movie,Yes,"Jul 9, 2021",3,19,,,,,
2021-07-12,6,6,-,Major Grom: Plague Doctor,Movie,Yes,"Jul 7, 2021",3,14,tt7601480,Major Grom: Plague Doctor,"Action,Comedy,Crime",6.3,14644
2021-07-12,7,7,3,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",10,58,,,,,
2021-07-12,8,8,9,Cocomelon,TV Show,,"Jun 1, 2020",262,930,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-12,9,10,4,Mother's Day,Movie,,"Jul 1, 2021",9,44,tt4824302,Mother's Day,"Comedy,Drama,Romance",5.7,41799
2021-07-12,10,9,-,Resident Evil: Infinite Dar…,TV Show,Yes,"Jul 8, 2021",4,16,,,,,
2021-07-13,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",31,205,tt9077530,Virgin River,"Drama,Romance",7.4,57755
2021-07-13,2,2,1,Manifest,TV Show,,"Jun 10, 2021",33,315,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-13,3,3,-,Atypical,TV Show,Yes,"Aug 11, 2017",4,29,tt6315640,Atypical,"Comedy,Drama",8.2,112038
2021-07-13,4,4,2,Sex/Life,TV Show,Yes,"Jun 25, 2021",18,143,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-13,5,5,-,Fear Street Part 2: 1978,Movie,Yes,"Jul 9, 2021",4,25,,,,,
2021-07-13,6,6,-,Major Grom: Plague Doctor,Movie,Yes,"Jul 7, 2021",4,19,tt7601480,Major Grom: Plague Doctor,"Action,Comedy,Crime",6.3,14644
2021-07-13,7,8,9,Cocomelon,TV Show,,"Jun 1, 2020",263,934,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-13,8,7,3,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",11,61,,,,,
2021-07-13,9,-,5,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",33,198,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2021-07-13,10,-,-,The Cook of Castamar,TV Show,Yes,"Jul 9, 2021",1,1,tt12626014,The Cook of Castamar,"Drama,Romance",7.4,6176
2021-07-14,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",32,215,tt9077530,Virgin River,"Drama,Romance",7.4,57755
2021-07-14,2,2,1,Manifest,TV Show,,"Jun 10, 2021",34,324,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-14,3,3,-,Atypical,TV Show,Yes,"Aug 11, 2017",5,37,tt6315640,Atypical,"Comedy,Drama",8.2,112038
2021-07-14,4,4,2,Sex/Life,TV Show,Yes,"Jun 25, 2021",19,150,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-14,5,7,6,Cocomelon,TV Show,,"Jun 1, 2020",264,940,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-14,6,5,-,Fear Street Part 2: 1978,Movie,Yes,"Jul 9, 2021",5,30,,,,,
2021-07-14,7,6,-,Major Grom: Plague Doctor,Movie,Yes,"Jul 7, 2021",5,23,tt7601480,Major Grom: Plague Doctor,"Action,Comedy,Crime",6.3,14644
2021-07-14,8,10,-,The Cook of Castamar,TV Show,Yes,"Jul 9, 2021",2,4,tt12626014,The Cook of Castamar,"Drama,Romance",7.4,6176
2021-07-14,9,8,5,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",12,63,,,,,
2021-07-14,10,9,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",34,199,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2021-07-15,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",33,225,tt9077530,Virgin River,"Drama,Romance",7.4,57755
2021-07-15,2,2,1,Manifest,TV Show,,"Jun 10, 2021",35,333,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-15,3,-,-,Gunpowder Milkshake,Movie,Yes,"Jul 14, 2021",1,8,tt8368408,Gunpowder Milkshake,"Action,Crime,Thriller",6.1,54966
2021-07-15,4,4,2,Sex/Life,TV Show,Yes,"Jun 25, 2021",20,157,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-15,5,3,-,Atypical,TV Show,Yes,"Aug 11, 2017",6,43,tt6315640,Atypical,"Comedy,Drama",8.2,112038
2021-07-15,6,5,5,Cocomelon,TV Show,,"Jun 1, 2020",265,945,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-15,7,-,-,Heist,TV Show,Yes,"Jul 14, 2021",1,4,tt0252503,Heist,"Action,Crime,Drama",6.5,41003
2021-07-15,8,6,-,Fear Street Part 2: 1978,Movie,Yes,"Jul 9, 2021",6,33,,,,,
2021-07-15,9,8,-,The Cook of Castamar,TV Show,Yes,"Jul 9, 2021",3,6,tt12626014,The Cook of Castamar,"Drama,Romance",7.4,6176
2021-07-15,10,9,6,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",13,64,,,,,
2021-07-16,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",34,235,tt9077530,Virgin River,"Drama,Romance",7.4,57755
2021-07-16,2,-,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",15,99,tt10062292,Never Have I Ever,"Comedy,Drama",7.8,91613
2021-07-16,3,3,-,Gunpowder Milkshake,Movie,Yes,"Jul 14, 2021",2,16,tt8368408,Gunpowder Milkshake,"Action,Crime,Thriller",6.1,54966
2021-07-16,4,2,1,Manifest,TV Show,,"Jun 10, 2021",36,340,tt8421350,Manifest,"Drama,Mystery,Sci-Fi",7.0,101578
2021-07-16,5,7,-,Heist,TV Show,Yes,"Jul 14, 2021",2,10,tt0252503,Heist,"Action,Crime,Drama",6.5,41003
2021-07-16,6,4,2,Sex/Life,TV Show,Yes,"Jun 25, 2021",21,162,tt10839422,Sex/Life,"Comedy,Drama,Romance",5.6,33762
2021-07-16,7,5,-,Atypical,TV Show,Yes,"Aug 11, 2017",7,47,tt6315640,Atypical,"Comedy,Drama",8.2,112038
2021-07-16,8,6,6,Cocomelon,TV Show,,"Jun 1, 2020",266,948,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2021-07-16,9,9,-,The Cook of Castamar,TV Show,Yes,"Jul 9, 2021",4,8,tt12626014,The Cook of Castamar,"Drama,Romance",7.4,6176
2021-07-16,10,8,-,Fear Street Part 2: 1978,Movie,Yes,"Jul 9, 2021",7,34,,,,,
2021-07-17,1,2,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",16,109,tt10062292,Never Have I Ever,"Comedy,Drama",7.8,91613
2021-07-17,2,1,1,Virgin River,TV Show,Yes,"Dec 6, 2019",35,244,tt9077530,Virgin River,"Drama,Romance",7.4,57755
2021-07-17,3,-,-,Fear Street Part 3: 1666,Movie,Yes,"Jul 16, 2021",1,8,tt15065912,Fear Street Part 3: 1666,"Comedy,Horror,Talk-Show",,0
